# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NHFMJM_15810	NHFMJM_15810	NHFMJM_15810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_15815	NHFMJM_15815	NHFMJM_15815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_16115	NHFMJM_16115	NHFMJM_16115	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_16120	NHFMJM_16120	NHFMJM_16120	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_16210	NHFMJM_16210	NHFMJM_16210	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_16220	NHFMJM_16220	NHFMJM_16220	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_16290	NHFMJM_16290	NHFMJM_16290	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_16300	NHFMJM_16300	NHFMJM_16300	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_16305	NHFMJM_16305	NHFMJM_16305	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_16580	NHFMJM_16580	NHFMJM_16580	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_17575	NHFMJM_17575	NHFMJM_17575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17875	NHFMJM_17875	NHFMJM_17875	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_17880	NHFMJM_17880	NHFMJM_17880	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_17885	NHFMJM_17885	NHFMJM_17885	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_17890	NHFMJM_17890	NHFMJM_17890	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_17895	NHFMJM_17895	NHFMJM_17895	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17900	NHFMJM_17900	NHFMJM_17900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17905	NHFMJM_17905	NHFMJM_17905	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17910	NHFMJM_17910	NHFMJM_17910	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17915	NHFMJM_17915	NHFMJM_17915	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17920	NHFMJM_17920	NHFMJM_17920	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_17925	NHFMJM_17925	NHFMJM_17925	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18025	NHFMJM_18025	NHFMJM_18025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18050	NHFMJM_18050	NHFMJM_18050	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_18055	NHFMJM_18055	NHFMJM_18055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18060	NHFMJM_18060	NHFMJM_18060	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18065	NHFMJM_18065	NHFMJM_18065	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18070	NHFMJM_18070	NHFMJM_18070	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18600	NHFMJM_18600	NHFMJM_18600	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18625	NHFMJM_18625	NHFMJM_18625	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_18635	NHFMJM_18635	NHFMJM_18635	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18640	NHFMJM_18640	NHFMJM_18640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18645	NHFMJM_18645	NHFMJM_18645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18830	NHFMJM_18830	NHFMJM_18830	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18835	NHFMJM_18835	NHFMJM_18835	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18840	NHFMJM_18840	NHFMJM_18840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18845	NHFMJM_18845	NHFMJM_18845	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18850	NHFMJM_18850	NHFMJM_18850	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18855	NHFMJM_18855	NHFMJM_18855	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18860	NHFMJM_18860	NHFMJM_18860	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_18865	NHFMJM_18865	NHFMJM_18865	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18870	NHFMJM_18870	NHFMJM_18870	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18875	NHFMJM_18875	NHFMJM_18875	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_18880	NHFMJM_18880	NHFMJM_18880	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18885	NHFMJM_18885	NHFMJM_18885	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_18895	NHFMJM_18895	NHFMJM_18895	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18900	NHFMJM_18900	NHFMJM_18900	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_18905	NHFMJM_18905	NHFMJM_18905	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_18910	NHFMJM_18910	NHFMJM_18910	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19090	NHFMJM_19090	NHFMJM_19090	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19100	NHFMJM_19100	NHFMJM_19100	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19505	NHFMJM_19505	NHFMJM_19505	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19515	NHFMJM_19515	NHFMJM_19515	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19525	NHFMJM_19525	NHFMJM_19525	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19530	NHFMJM_19530	NHFMJM_19530	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19535	NHFMJM_19535	NHFMJM_19535	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_19550	NHFMJM_19550	NHFMJM_19550	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19670	NHFMJM_19670	NHFMJM_19670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19685	NHFMJM_19685	NHFMJM_19685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19690	NHFMJM_19690	NHFMJM_19690	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_19695	NHFMJM_19695	NHFMJM_19695	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19720	NHFMJM_19720	NHFMJM_19720	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19725	NHFMJM_19725	NHFMJM_19725	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19735	NHFMJM_19735	NHFMJM_19735	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19740	NHFMJM_19740	NHFMJM_19740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19750	NHFMJM_19750	NHFMJM_19750	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19965	NHFMJM_19965	NHFMJM_19965	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19975	NHFMJM_19975	NHFMJM_19975	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19980	NHFMJM_19980	NHFMJM_19980	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_19990	NHFMJM_19990	NHFMJM_19990	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_19995	NHFMJM_19995	NHFMJM_19995	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20000	NHFMJM_20000	NHFMJM_20000	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20080	NHFMJM_20080	NHFMJM_20080	protein_coding	0	1	3	0	0	0	0	3	0	0	1	0
NHFMJM_20085	NHFMJM_20085	NHFMJM_20085	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
NHFMJM_20090	NHFMJM_20090	NHFMJM_20090	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0
NHFMJM_20265	NHFMJM_20265	NHFMJM_20265	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_20270	NHFMJM_20270	NHFMJM_20270	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_20430	NHFMJM_20430	NHFMJM_20430	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20775	NHFMJM_20775	NHFMJM_20775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_20805	NHFMJM_20805	NHFMJM_20805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20810	NHFMJM_20810	NHFMJM_20810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20815	NHFMJM_20815	NHFMJM_20815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20820	NHFMJM_20820	NHFMJM_20820	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_20825	NHFMJM_20825	NHFMJM_20825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_21150	NHFMJM_21150	NHFMJM_21150	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_21170	NHFMJM_21170	NHFMJM_21170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_21330	NHFMJM_21330	NHFMJM_21330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_21835	NHFMJM_21835	NHFMJM_21835	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_21845	NHFMJM_21845	NHFMJM_21845	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_21855	NHFMJM_21855	NHFMJM_21855	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_22305	NHFMJM_22305	NHFMJM_22305	protein_coding	1	0	0	1	1	1	0	0	0	0	0	0
NHFMJM_22310	NHFMJM_22310	NHFMJM_22310	protein_coding	0	0	1	1	0	0	0	1	0	0	0	1
NHFMJM_22330	NHFMJM_22330	NHFMJM_22330	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22445	NHFMJM_22445	NHFMJM_22445	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22450	NHFMJM_22450	NHFMJM_22450	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22455	NHFMJM_22455	NHFMJM_22455	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22460	NHFMJM_22460	NHFMJM_22460	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22465	NHFMJM_22465	NHFMJM_22465	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22470	NHFMJM_22470	NHFMJM_22470	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22475	NHFMJM_22475	NHFMJM_22475	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22480	NHFMJM_22480	NHFMJM_22480	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22485	NHFMJM_22485	NHFMJM_22485	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_22490	NHFMJM_22490	NHFMJM_22490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22495	NHFMJM_22495	NHFMJM_22495	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22500	NHFMJM_22500	NHFMJM_22500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22505	NHFMJM_22505	NHFMJM_22505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22510	NHFMJM_22510	NHFMJM_22510	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22585	NHFMJM_22585	NHFMJM_22585	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22590	NHFMJM_22590	NHFMJM_22590	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22595	NHFMJM_22595	NHFMJM_22595	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22600	NHFMJM_22600	NHFMJM_22600	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22605	NHFMJM_22605	NHFMJM_22605	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22610	NHFMJM_22610	NHFMJM_22610	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22615	NHFMJM_22615	NHFMJM_22615	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_22620	NHFMJM_22620	NHFMJM_22620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22625	NHFMJM_22625	NHFMJM_22625	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22630	NHFMJM_22630	NHFMJM_22630	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22635	NHFMJM_22635	NHFMJM_22635	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22640	NHFMJM_22640	NHFMJM_22640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22645	NHFMJM_22645	NHFMJM_22645	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22790	NHFMJM_22790	NHFMJM_22790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22800	NHFMJM_22800	NHFMJM_22800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22805	NHFMJM_22805	NHFMJM_22805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_22810	NHFMJM_22810	NHFMJM_22810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22815	NHFMJM_22815	NHFMJM_22815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_22830	NHFMJM_22830	NHFMJM_22830	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23080	NHFMJM_23080	NHFMJM_23080	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23085	NHFMJM_23085	NHFMJM_23085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23090	NHFMJM_23090	NHFMJM_23090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23095	NHFMJM_23095	NHFMJM_23095	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23100	NHFMJM_23100	NHFMJM_23100	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_23105	NHFMJM_23105	NHFMJM_23105	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23125	NHFMJM_23125	NHFMJM_23125	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23130	NHFMJM_23130	NHFMJM_23130	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23160	NHFMJM_23160	NHFMJM_23160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23165	NHFMJM_23165	NHFMJM_23165	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23180	NHFMJM_23180	NHFMJM_23180	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_23185	NHFMJM_23185	NHFMJM_23185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23195	NHFMJM_23195	NHFMJM_23195	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23275	NHFMJM_23275	NHFMJM_23275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23295	NHFMJM_23295	NHFMJM_23295	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23310	NHFMJM_23310	NHFMJM_23310	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23315	NHFMJM_23315	NHFMJM_23315	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23320	NHFMJM_23320	NHFMJM_23320	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
NHFMJM_23325	NHFMJM_23325	NHFMJM_23325	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
NHFMJM_23330	NHFMJM_23330	NHFMJM_23330	protein_coding	0	0	0	3	0	0	0	0	0	0	0	3
NHFMJM_23335	NHFMJM_23335	NHFMJM_23335	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4
NHFMJM_23340	NHFMJM_23340	NHFMJM_23340	protein_coding	0	3	0	1	0	0	0	0	0	0	3	1
NHFMJM_23345	NHFMJM_23345	NHFMJM_23345	protein_coding	0	0	0	4	3	0	0	0	0	0	0	1
NHFMJM_23350	NHFMJM_23350	NHFMJM_23350	protein_coding	0	0	0	4	3	0	0	0	0	0	0	1
NHFMJM_23355	NHFMJM_23355	NHFMJM_23355	protein_coding	0	0	0	5	3	0	0	0	0	0	0	2
NHFMJM_23360	NHFMJM_23360	NHFMJM_23360	protein_coding	0	0	1	4	3	0	0	1	0	0	0	1
NHFMJM_23365	NHFMJM_23365	NHFMJM_23365	protein_coding	0	0	0	5	4	0	0	0	0	0	0	1
NHFMJM_23370	NHFMJM_23370	NHFMJM_23370	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_23375	NHFMJM_23375	NHFMJM_23375	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_23380	NHFMJM_23380	NHFMJM_23380	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2
NHFMJM_23385	NHFMJM_23385	NHFMJM_23385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23390	NHFMJM_23390	NHFMJM_23390	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23765	NHFMJM_23765	NHFMJM_23765	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23770	NHFMJM_23770	NHFMJM_23770	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23780	NHFMJM_23780	NHFMJM_23780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23785	NHFMJM_23785	NHFMJM_23785	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23790	NHFMJM_23790	NHFMJM_23790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23800	NHFMJM_23800	NHFMJM_23800	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23805	NHFMJM_23805	NHFMJM_23805	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23810	NHFMJM_23810	NHFMJM_23810	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_23815	NHFMJM_23815	NHFMJM_23815	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23820	NHFMJM_23820	NHFMJM_23820	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23825	NHFMJM_23825	NHFMJM_23825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_23830	NHFMJM_23830	NHFMJM_23830	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24000	NHFMJM_24000	NHFMJM_24000	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24075	NHFMJM_24075	NHFMJM_24075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24085	NHFMJM_24085	NHFMJM_24085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24105	NHFMJM_24105	NHFMJM_24105	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24155	NHFMJM_24155	NHFMJM_24155	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24160	NHFMJM_24160	NHFMJM_24160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24165	NHFMJM_24165	NHFMJM_24165	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24170	NHFMJM_24170	NHFMJM_24170	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_24175	NHFMJM_24175	NHFMJM_24175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24180	NHFMJM_24180	NHFMJM_24180	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24185	NHFMJM_24185	NHFMJM_24185	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24190	NHFMJM_24190	NHFMJM_24190	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24195	NHFMJM_24195	NHFMJM_24195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24500	NHFMJM_24500	NHFMJM_24500	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24505	NHFMJM_24505	NHFMJM_24505	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24530	NHFMJM_24530	NHFMJM_24530	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24570	NHFMJM_24570	NHFMJM_24570	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24585	NHFMJM_24585	NHFMJM_24585	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0
NHFMJM_24600	NHFMJM_24600	NHFMJM_24600	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24640	NHFMJM_24640	NHFMJM_24640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24645	NHFMJM_24645	NHFMJM_24645	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_24650	NHFMJM_24650	NHFMJM_24650	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24655	NHFMJM_24655	NHFMJM_24655	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24660	NHFMJM_24660	NHFMJM_24660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24665	NHFMJM_24665	NHFMJM_24665	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24670	NHFMJM_24670	NHFMJM_24670	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24775	NHFMJM_24775	NHFMJM_24775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24780	NHFMJM_24780	NHFMJM_24780	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24785	NHFMJM_24785	NHFMJM_24785	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24790	NHFMJM_24790	NHFMJM_24790	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24800	NHFMJM_24800	NHFMJM_24800	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24810	NHFMJM_24810	NHFMJM_24810	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24825	NHFMJM_24825	NHFMJM_24825	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24835	NHFMJM_24835	NHFMJM_24835	protein_coding	0	0	0	2	1	0	0	0	0	0	0	1
NHFMJM_24840	NHFMJM_24840	NHFMJM_24840	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24845	NHFMJM_24845	NHFMJM_24845	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24865	NHFMJM_24865	NHFMJM_24865	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24870	NHFMJM_24870	NHFMJM_24870	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24875	NHFMJM_24875	NHFMJM_24875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24885	NHFMJM_24885	NHFMJM_24885	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24985	NHFMJM_24985	NHFMJM_24985	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_24990	NHFMJM_24990	NHFMJM_24990	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_24995	NHFMJM_24995	NHFMJM_24995	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25000	NHFMJM_25000	NHFMJM_25000	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25005	NHFMJM_25005	NHFMJM_25005	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25015	NHFMJM_25015	NHFMJM_25015	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25020	NHFMJM_25020	NHFMJM_25020	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25025	NHFMJM_25025	NHFMJM_25025	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25030	NHFMJM_25030	NHFMJM_25030	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25035	NHFMJM_25035	NHFMJM_25035	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_25040	NHFMJM_25040	NHFMJM_25040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25045	NHFMJM_25045	NHFMJM_25045	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25050	NHFMJM_25050	NHFMJM_25050	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25055	NHFMJM_25055	NHFMJM_25055	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25460	NHFMJM_25460	NHFMJM_25460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25465	NHFMJM_25465	NHFMJM_25465	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1
NHFMJM_25470	NHFMJM_25470	NHFMJM_25470	protein_coding	0	1	0	0	0	0	0	0	0	0	1	0
NHFMJM_25475	NHFMJM_25475	NHFMJM_25475	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25480	NHFMJM_25480	NHFMJM_25480	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
NHFMJM_25485	NHFMJM_25485	NHFMJM_25485	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0
